id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,268045,245,52,815,405,660.0,236.25,1.0283899307250977,0.9563535451889038,0,0,1280,720
1,186959,0,453,1279,239,1060.0,483.75,1.022627592086792,0.9639860391616821,0,0,1280,720
2,11877,1146,387,109,132,1180.0,393.75,1.0019677877426147,0.9686486721038818,0,0,1280,720
3,2175,133,470,67,36,180.0,483.75,1.0018665790557861,0.9804545640945435,0,0,1280,720
4,14456,0,291,132,111,100.0,371.25,1.0011603832244873,0.9846428036689758,0,0,1280,720
5,4263,367,643,90,76,420.0,686.25,0.9977779388427734,0.9841786623001099,0,0,1280,720
6,3870,402,163,76,80,460.0,213.75,0.9968643188476562,0.9854070544242859,0,0,1280,720
7,66645,0,0,1279,64,260.0,11.25,0.9953965544700623,0.959243893623352,0,0,1280,720
8,3877,651,97,76,79,660.0,123.75,0.9950886964797974,0.9879549145698547,0,0,1280,720
9,2534,913,654,50,65,940.0,686.25,0.9936130046844482,0.9835293889045715,0,0,1280,720
10,4667,0,507,131,45,20.0,528.75,0.9930919408798218,0.9874361157417297,0,0,1280,720
11,1194,202,437,40,31,220.0,461.25,0.9916091561317444,0.9866777658462524,0,0,1280,720
12,912,1254,517,25,36,1260.0,528.75,0.9913451075553894,0.9868995547294617,0,0,1280,720
13,3967,905,132,78,81,940.0,168.75,0.9890717267990112,0.9904714226722717,0,0,1280,720
14,138552,640,63,420,395,940.0,123.75,0.9875361919403076,0.972533106803894,0,0,1280,720
15,5152,0,252,133,38,60.0,258.75,0.9834861755371094,0.9891766309738159,0,0,1280,720
16,2175,1178,486,75,34,1220.0,506.25,0.9804614186286926,0.9817684888839722,0,0,1280,720
17,8448,1253,96,26,457,1260.0,438.75,0.9799883365631104,0.9754242300987244,0,0,1280,720
18,2283,1048,449,82,32,1060.0,461.25,0.9796292781829834,0.9831095933914185,0,0,1280,720
19,1737,386,642,43,46,420.0,686.25,0.978070080280304,0.9744608402252197,0,0,1280,720
20,2414,1172,659,49,60,1220.0,708.75,0.9779679775238037,0.9855967164039612,0,0,1280,720
21,1662,913,654,42,50,940.0,686.25,0.9776356220245361,0.980415403842926,0,0,1280,720
22,539,974,702,35,17,980.0,708.75,0.9759364724159241,0.9870129823684692,0,0,1280,720
23,1458,780,679,44,40,780.0,708.75,0.9753989577293396,0.9870660305023193,0,0,1280,720
24,1741,564,424,48,55,580.0,438.75,0.9708157181739807,0.9823663234710693,0,0,1280,720
25,1321,297,137,43,47,300.0,146.25,0.9704331159591675,0.9909502267837524,0,0,1280,720
26,643,1191,5,41,18,1220.0,11.25,0.9699825644493103,0.9815100431442261,0,0,1280,720
27,38148,1048,66,107,415,1140.0,393.75,0.9692043662071228,0.9781171679496765,0,0,1280,720
28,17932,201,47,43,422,220.0,168.75,0.9682718515396118,0.98381108045578,0,0,1280,720
29,6324,1062,65,94,69,1100.0,123.75,0.9682318568229675,0.9733520150184631,0,0,1280,720
30,987,69,0,34,31,100.0,11.25,0.9682232141494751,0.9839034080505371,0,0,1280,720
31,1064,561,112,41,32,580.0,123.75,0.967616856098175,0.9841713309288025,0,0,1280,720
32,7504,1149,0,130,60,1180.0,33.75,0.9673059582710266,0.9841479659080505,0,0,1280,720
33,1270,561,112,41,48,580.0,123.75,0.9672695398330688,0.9851794242858887,0,0,1280,720
34,1829,1140,468,49,55,1140.0,483.75,0.9669392108917236,0.9608789086341858,0,0,1280,720
35,1146,699,654,35,41,700.0,663.75,0.9657343029975891,0.9826989769935608,0,0,1280,720
36,5799,639,431,74,174,660.0,461.25,0.9656214714050293,0.9506131410598755,0,0,1280,720
37,2027,700,655,49,64,740.0,708.75,0.9655487537384033,0.960869550704956,0,0,1280,720
38,863,914,699,50,20,940.0,708.75,0.9643866419792175,0.9747995138168335,0,0,1280,720
39,14855,0,400,132,149,60.0,506.25,0.964206337928772,0.9606205821037292,0,0,1280,720
40,96329,1048,61,231,491,1060.0,236.25,0.9627866744995117,0.986301064491272,0,0,1280,720
41,383,935,190,16,24,940.0,213.75,0.9624381065368652,0.9921875,0,0,1280,720
42,2038,655,453,51,66,700.0,506.25,0.9623921513557434,0.9734171032905579,0,0,1280,720
43,1405,0,545,111,28,20.0,551.25,0.9619999527931213,0.9774965047836304,0,0,1280,720
44,2757,780,647,59,72,780.0,708.75,0.9618586301803589,0.9692637324333191,0,0,1280,720
45,2511,366,685,92,34,380.0,708.75,0.9617607593536377,0.9752747416496277,0,0,1280,720
46,1123,818,186,43,33,860.0,213.75,0.9606877565383911,0.9797356724739075,0,0,1280,720
47,465,56,0,14,31,60.0,11.25,0.9605183005332947,0.9871244430541992,0,0,1280,720
48,5936,1123,447,74,137,1140.0,483.75,0.9588625431060791,0.9579277634620667,0,0,1280,720
49,7498,903,448,121,155,980.0,483.75,0.9571346044540405,0.9698004126548767,0,0,1280,720
50,56633,863,67,197,391,900.0,168.75,0.9569981694221497,0.9712003469467163,0,0,1280,720
51,1575,662,674,39,45,700.0,708.75,0.9567629098892212,0.9755792021751404,0,0,1280,720
52,336,681,157,17,19,700.0,168.75,0.9564056992530823,0.9792899489402771,0,0,1280,720
53,1199,1098,653,34,39,1100.0,686.25,0.9563248753547668,0.9817880988121033,0,0,1280,720
54,2798,471,653,55,66,500.0,663.75,0.9563043117523193,0.9724867939949036,0,0,1280,720
55,128306,247,52,381,400,580.0,191.25,0.9562996029853821,0.953126072883606,0,0,1280,720
56,1116,297,137,43,32,300.0,146.25,0.9561129212379456,0.9892857074737549,0,0,1280,720
57,2889,577,651,60,68,620.0,686.25,0.9555246829986572,0.9821856617927551,0,0,1280,720
58,2818,941,466,63,68,980.0,506.25,0.9554898738861084,0.9542302489280701,0,0,1280,720
59,1344,9,0,48,28,20.0,11.25,0.9534626603126526,0.966472327709198,0,0,1280,720
60,1148,1005,651,32,39,1020.0,686.25,0.9534574151039124,0.9835497736930847,0,0,1280,720
61,2034,431,459,55,56,460.0,483.75,0.9526296257972717,0.9718992114067078,0,0,1280,720
62,3182,1064,0,51,63,1100.0,33.75,0.9525178074836731,0.9745894074440002,0,0,1280,720
63,613,1076,700,39,19,1100.0,708.75,0.9525079131126404,0.9822866320610046,0,0,1280,720
64,3437,469,653,82,66,500.0,663.75,0.9519221782684326,0.9758689999580383,0,0,1280,720
65,40511,1142,127,122,392,1180.0,416.25,0.9504393339157104,0.9516804814338684,0,0,1280,720
66,2314,639,674,62,45,700.0,708.75,0.9498069286346436,0.9786050319671631,0,0,1280,720
67,2254,1004,651,45,68,1020.0,663.75,0.949294924736023,0.9660130739212036,0,0,1280,720
68,4697,547,408,69,143,580.0,461.25,0.9491080045700073,0.9543845057487488,0,0,1280,720
69,239,1010,586,15,18,1020.0,596.25,0.9490672945976257,0.9753086566925049,0,0,1280,720
