id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,259039,264,21,816,399,620.0,168.75,1.0150046348571777,0.9655024409294128,0,0,1280,720
1,158759,0,421,1279,228,1100.0,528.75,1.014129877090454,0.9551329612731934,0,0,1280,720
2,3955,669,61,77,80,700.0,101.25,0.997117280960083,0.9859331846237183,0,0,1280,720
3,13931,1167,347,112,131,1220.0,348.75,0.9959313869476318,0.9651351571083069,0,0,1280,720
4,2131,157,439,66,37,180.0,461.25,0.9956901669502258,0.9846225380897522,0,0,1280,720
5,141093,659,27,420,395,1020.0,33.75,0.9956182241439819,0.9744893908500671,0,0,1280,720
6,2617,1071,410,91,33,1140.0,438.75,0.9954850077629089,0.9840728044509888,0,0,1280,720
7,5466,0,477,155,46,100.0,483.75,0.9953938722610474,0.9852887988090515,0,0,1280,720
8,4042,924,93,80,82,980.0,146.25,0.9927828311920166,0.990895688533783,0,0,1280,720
9,7450,388,609,98,110,460.0,708.75,0.9920716285705566,0.987328290939331,0,0,1280,720
10,24016,184,0,1095,25,260.0,11.25,0.9915120601654053,0.9672768712043762,0,0,1280,720
11,116089,264,21,379,394,420.0,146.25,0.9915099143981934,0.9531755447387695,0,0,1280,720
12,3879,420,131,76,79,420.0,168.75,0.9913318157196045,0.9874455332756042,0,0,1280,720
13,12860,0,0,148,89,20.0,78.75,0.9884567856788635,0.9706017374992371,0,0,1280,720
14,89061,1070,18,209,460,1180.0,191.25,0.983515739440918,0.9879049062728882,0,0,1280,720
15,19324,0,90,149,168,20.0,101.25,0.9816202521324158,0.9709456562995911,0,0,1280,720
16,5046,151,11,67,76,180.0,33.75,0.9807412028312683,0.961778461933136,0,0,1280,720
17,3468,1166,444,109,34,1220.0,461.25,0.9795423150062561,0.981766402721405,0,0,1280,720
18,5778,388,650,100,69,420.0,663.75,0.9788097143173218,0.979584813117981,0,0,1280,720
19,1825,1178,0,101,18,1220.0,11.25,0.9770422577857971,0.9836868047714233,0,0,1280,720
20,6343,1082,25,94,68,1100.0,78.75,0.9766810536384583,0.9854323267936707,0,0,1280,720
21,6001,0,222,153,39,100.0,236.25,0.9758970141410828,0.9799801707267761,0,0,1280,720
22,1112,314,105,45,31,340.0,123.75,0.9751656651496887,0.981249988079071,0,0,1280,720
23,1331,314,105,45,48,340.0,123.75,0.975006103515625,0.985107958316803,0,0,1280,720
24,7178,1181,20,98,74,1220.0,78.75,0.9729116559028625,0.9778420329093933,0,0,1280,720
25,1016,1133,0,46,22,1140.0,11.25,0.9720436334609985,0.9689922332763672,0,0,1280,720
26,1332,578,77,42,49,580.0,101.25,0.9716601371765137,0.9850522875785828,0,0,1280,720
27,12366,707,407,153,201,780.0,483.75,0.9712927341461182,0.9589910507202148,0,0,1280,720
28,15176,219,16,46,422,260.0,56.25,0.9712324738502502,0.9659032225608826,0,0,1280,720
29,39020,1070,25,106,417,1140.0,393.75,0.9711499214172363,0.9792221784591675,0,0,1280,720
30,56960,812,27,267,392,940.0,168.75,0.9708917140960693,0.9635990262031555,0,0,1280,720
31,8178,279,603,103,115,340.0,663.75,0.9681586027145386,0.9695327281951904,0,0,1280,720
32,510,492,704,38,15,500.0,708.75,0.9668348431587219,0.9824561476707458,0,0,1280,720
33,1650,410,609,42,45,420.0,641.25,0.9667975306510925,0.981992781162262,0,0,1280,720
34,1272,838,149,42,46,860.0,168.75,0.9657440185546875,0.9859703779220581,0,0,1280,720
