id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,248828,233,56,812,407,780.0,101.25,1.034732460975647,0.9577587246894836,0,0,1280,720
1,184304,0,458,1279,232,1100.0,596.25,1.0270310640335083,0.9684677124023438,0,0,1280,720
2,73548,0,0,1279,69,1220.0,56.25,1.0249942541122437,0.9656033515930176,0,0,1280,720
3,5200,119,45,67,78,140.0,78.75,1.0000805854797363,0.9828310012817383,0,0,1280,720
4,3880,638,102,76,79,660.0,146.25,0.9974732398986816,0.9871893525123596,0,0,1280,720
5,3584,891,138,79,58,940.0,191.25,0.996404230594635,0.9878048896789551,0,0,1280,720
6,4153,0,513,117,43,20.0,528.75,0.9961394667625427,0.9875538349151611,0,0,1280,720
7,7273,120,378,66,133,140.0,393.75,0.9960594773292542,0.9545941352844238,0,0,1280,720
8,12894,0,296,118,111,60.0,371.25,0.9950187802314758,0.9774736762046814,0,0,1280,720
9,3870,388,169,77,79,460.0,213.75,0.994454026222229,0.9887005686759949,0,0,1280,720
10,2192,119,476,67,36,140.0,483.75,0.9898308515548706,0.9872727394104004,0,0,1280,720
11,1413,1239,522,40,37,1260.0,528.75,0.985665500164032,0.9852527976036072,0,0,1280,720
12,2096,1162,664,44,55,1180.0,663.75,0.9853613376617432,0.982481062412262,0,0,1280,720
13,4557,0,256,117,39,60.0,258.75,0.9833291172981262,0.9670542478561401,0,0,1280,720
14,3708,355,648,85,71,420.0,708.75,0.982511043548584,0.9852665662765503,0,0,1280,720
15,2279,900,659,49,60,940.0,686.25,0.9823153018951416,0.9817152619361877,0,0,1280,720
16,1292,805,190,42,47,820.0,213.75,0.9810611009597778,0.9823348522186279,0,0,1280,720
17,1371,853,681,46,38,860.0,686.25,0.9791064262390137,0.9855177402496338,0,0,1280,720
18,1355,283,71,44,119,300.0,191.25,0.9788239002227783,0.9623188376426697,0,0,1280,720
19,1559,901,659,41,48,940.0,686.25,0.9773768186569214,0.9840967059135437,0,0,1280,720
20,1279,547,117,42,48,580.0,123.75,0.9773435592651367,0.9875679612159729,0,0,1280,720
21,18061,122,51,108,456,220.0,168.75,0.9766803979873657,0.9915785789489746,0,0,1280,720
22,18059,187,51,43,423,220.0,213.75,0.9764776229858398,0.9919585585594177,0,0,1280,720
23,1034,992,656,32,36,1020.0,686.25,0.9743504524230957,0.987500011920929,0,0,1280,720
24,48906,775,72,270,391,900.0,191.25,0.9724826216697693,0.9545981287956238,0,0,1280,720
25,2463,567,657,57,62,580.0,708.75,0.9724477529525757,0.9807151556015015,0,0,1280,720
26,1643,373,648,42,44,380.0,686.25,0.9706101417541504,0.971049427986145,0,0,1280,720
27,1101,547,116,42,34,580.0,123.75,0.9700823426246643,0.9810469150543213,0,0,1280,720
28,425,962,705,35,14,980.0,708.75,0.9679602980613708,0.9745370149612427,0,0,1280,720
29,3926,896,399,111,63,980.0,416.25,0.9676372408866882,0.9783539175987244,0,0,1280,720
30,1372,648,679,38,40,660.0,708.75,0.9676012992858887,0.9841269850730896,0,0,1280,720
31,2315,857,659,92,60,900.0,686.25,0.967577338218689,0.9740315079689026,0,0,1280,720
32,800,1249,679,30,40,1260.0,708.75,0.9672775268554688,0.9875930547714233,0,0,1280,720
33,10156,1045,399,191,189,1140.0,461.25,0.966378927230835,0.9667860865592957,0,0,1280,720
34,1353,283,141,43,48,300.0,146.25,0.9648580551147461,0.9882439374923706,0,0,1280,720
35,2147,1035,453,75,33,1060.0,461.25,0.9644895195960999,0.9842883348464966,0,0,1280,720
36,5391,874,437,87,103,940.0,483.75,0.9634947776794434,0.9574429392814636,0,0,1280,720
37,16206,1239,63,40,495,1260.0,258.75,0.9632928371429443,0.9754148125648499,0,0,1280,720
38,2105,990,656,48,63,1020.0,686.25,0.9623289108276367,0.9687061905860901,0,0,1280,720
39,2282,1166,490,72,34,1220.0,506.25,0.9621899724006653,0.983892023563385,0,0,1280,720
40,13498,0,406,117,148,100.0,506.25,0.961380660533905,0.9503863453865051,0,0,1280,720
41,4576,503,407,104,92,580.0,438.75,0.9611731767654419,0.9677072167396545,0,0,1280,720
42,343,417,227,17,21,420.0,236.25,0.9601579308509827,0.9770773649215698,0,0,1280,720
43,1263,767,684,47,35,780.0,708.75,0.9600754976272583,0.9842891097068787,0,0,1280,720
44,9325,344,393,174,195,420.0,461.25,0.9598844051361084,0.9632940888404846,0,0,1280,720
45,703,900,704,50,15,940.0,708.75,0.9595834612846375,0.9802538752555847,0,0,1280,720
46,125467,627,67,417,395,660.0,191.25,0.9593667387962341,0.9503325819969177,0,0,1280,720
47,1124,283,141,44,32,300.0,146.25,0.958782434463501,0.9814814925193787,0,0,1280,720
48,10184,640,428,85,208,700.0,461.25,0.9586442708969116,0.9682615995407104,0,0,1280,720
49,6561,1048,71,96,69,1060.0,123.75,0.9582774043083191,0.9713814854621887,0,0,1280,720
50,4385,1080,423,117,63,1100.0,438.75,0.9576959609985352,0.9758846163749695,0,0,1280,720
