id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,256091,259,19,815,398,820.0,101.25,1.0225211381912231,0.9621469378471375,0,0,1280,720
1,174049,0,417,1279,229,900.0,573.75,1.0080305337905884,0.9640321731567383,0,0,1280,720
2,5241,146,5,67,81,180.0,33.75,1.007668137550354,0.9675969481468201,0,0,1280,720
3,2151,152,437,66,36,180.0,461.25,0.9989064931869507,0.9847574830055237,0,0,1280,720
4,3918,664,58,76,80,700.0,78.75,0.9951592683792114,0.9895886182785034,0,0,1280,720
5,3933,919,91,79,81,940.0,123.75,0.9936623573303223,0.9878696203231812,0,0,1280,720
6,6463,1077,22,94,69,1100.0,78.75,0.9885278344154358,0.9860085844993591,0,0,1280,720
7,1854,0,513,131,33,20.0,528.75,0.9864696264266968,0.9718084931373596,0,0,1280,720
8,5329,0,474,151,47,60.0,483.75,0.9864369034767151,0.9837988615036011,0,0,1280,720
9,7725,383,607,98,112,460.0,686.25,0.9861009120941162,0.9890618920326233,0,0,1280,720
10,11888,698,409,156,197,780.0,483.75,0.9848228693008423,0.9531018733978271,0,0,1280,720
11,139594,656,24,418,399,1020.0,33.75,0.9821975231170654,0.9737292528152466,0,0,1280,720
12,20815,179,0,1100,22,340.0,11.25,0.9816009998321533,0.9567869305610657,0,0,1280,720
13,18757,0,86,143,166,20.0,101.25,0.98133784532547,0.9758845567703247,0,0,1280,720
14,3045,1175,442,96,33,1220.0,461.25,0.9813229441642761,0.9785575270652771,0,0,1280,720
15,5690,0,219,146,40,100.0,236.25,0.9811304807662964,0.9815652370452881,0,0,1280,720
16,3947,920,37,82,135,940.0,146.25,0.9796044826507568,0.9819095730781555,0,0,1280,720
17,12758,1165,344,108,131,1220.0,371.25,0.9789789319038391,0.9746098518371582,0,0,1280,720
18,1266,833,146,43,46,860.0,168.75,0.9788569211959839,0.9874411225318909,0,0,1280,720
19,7955,1175,15,104,77,1220.0,78.75,0.9783995151519775,0.9755066633224487,0,0,1280,720
20,37216,1065,22,106,415,1140.0,371.25,0.9770726561546326,0.9780649542808533,0,0,1280,720
21,3833,415,128,77,80,460.0,168.75,0.9767526388168335,0.9836998581886292,0,0,1280,720
22,1070,833,146,43,32,860.0,168.75,0.9765684604644775,0.9870250225067139,0,0,1280,720
23,18001,214,14,46,422,220.0,168.75,0.9758446216583252,0.9803986549377441,0,0,1280,720
24,3800,211,638,57,81,260.0,686.25,0.9750980138778687,0.9835509061813354,0,0,1280,720
25,7790,278,600,91,119,340.0,663.75,0.9745323657989502,0.9732437133789062,0,0,1280,720
26,1293,573,75,42,49,580.0,101.25,0.9742839336395264,0.9899768829345703,0,0,1280,720
27,1348,309,102,44,48,340.0,123.75,0.9739763736724854,0.9867452383041382,0,0,1280,720
28,1140,309,102,44,32,340.0,123.75,0.9724749326705933,0.9809523820877075,0,0,1280,720
29,6116,381,648,100,71,420.0,663.75,0.9714068174362183,0.9757477641105652,0,0,1280,720
30,21370,0,367,149,153,100.0,371.25,0.969886839389801,0.9669027328491211,0,0,1280,720
31,15993,0,259,148,111,60.0,281.25,0.9696363210678101,0.9724827408790588,0,0,1280,720
32,631,492,700,38,19,500.0,708.75,0.9692493677139282,0.996835470199585,0,0,1280,720
33,1085,572,75,43,32,580.0,101.25,0.9690876603126526,0.9808394312858582,0,0,1280,720
34,347,444,187,18,21,460.0,191.25,0.9687100648880005,0.9828571677207947,0,0,1280,720
35,7450,147,89,67,115,180.0,146.25,0.9659896492958069,0.9504056572914124,0,0,1280,720
36,5278,707,433,98,101,780.0,461.25,0.9653111696243286,0.9581713676452637,0,0,1280,720
37,4236,806,391,88,77,860.0,416.25,0.9652681350708008,0.9718800783157349,0,0,1280,720
38,1609,1065,407,59,30,1100.0,416.25,0.964210569858551,0.9821208119392395,0,0,1280,720
39,87860,1065,14,214,489,1140.0,371.25,0.9636838436126709,0.9775581955909729,0,0,1280,720
40,351,695,117,16,21,700.0,123.75,0.963590681552887,0.9857954382896423,0,0,1280,720
41,9242,805,373,98,210,860.0,438.75,0.9626339673995972,0.9694810509681702,0,0,1280,720
42,1950,1079,0,95,20,1100.0,11.25,0.9624777436256409,0.9842319488525391,0,0,1280,720
43,3769,718,616,65,103,780.0,708.75,0.960372805595398,0.9717572927474976,0,0,1280,720
44,2590,998,662,55,57,1020.0,686.25,0.9591845870018005,0.9748379588127136,0,0,1280,720
45,1561,405,607,43,42,420.0,641.25,0.9585989117622375,0.9841067790985107,0,0,1280,720
46,2576,1091,658,49,61,1100.0,663.75,0.9576110243797302,0.9781525731086731,0,0,1280,720
47,1609,718,616,35,61,740.0,663.75,0.9572970867156982,0.9809113144874573,0,0,1280,720
48,911,1259,667,20,52,1260.0,686.25,0.9572895169258118,0.984749436378479,0,0,1280,720
49,117379,260,20,382,395,500.0,101.25,0.9563893675804138,0.9501330256462097,0,0,1280,720
50,3841,717,522,121,68,820.0,551.25,0.9552409052848816,0.9680306911468506,0,0,1280,720
51,10159,295,342,138,185,380.0,461.25,0.9552099704742432,0.9657673239707947,0,0,1280,720
52,5923,1174,614,85,105,1220.0,663.75,0.9542531967163086,0.9619646072387695,0,0,1280,720
53,1347,579,679,39,40,580.0,708.75,0.9530527591705322,0.984501838684082,0,0,1280,720
54,1631,932,614,40,50,940.0,641.25,0.9519607424736023,0.980523407459259,0,0,1280,720
55,8312,568,342,82,166,620.0,393.75,0.9519296884536743,0.9695605635643005,0,0,1280,720
56,5788,489,618,87,100,500.0,686.25,0.9513121843338013,0.9597837328910828,0,0,1280,720
57,11908,456,361,168,196,500.0,483.75,0.9513006210327148,0.9673904180526733,0,0,1280,720
58,3023,805,457,87,49,820.0,506.25,0.950921893119812,0.9660906195640564,0,0,1280,720
59,987,170,676,26,43,180.0,708.75,0.9506638050079346,0.9739739894866943,0,0,1280,720
60,6538,470,386,101,117,500.0,416.25,0.9478565454483032,0.9594959616661072,0,0,1280,720
