id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,249074,243,52,815,406,620.0,236.25,1.0161333084106445,0.9547357559204102,0,0,1280,720
1,187506,0,436,1279,250,1060.0,483.75,1.0122865438461304,0.9616394639015198,0,0,1280,720
2,3878,399,165,77,78,460.0,213.75,1.0043591260910034,0.9887150526046753,0,0,1280,720
3,3882,649,97,76,79,660.0,123.75,1.0005444288253784,0.9940873980522156,0,0,1280,720
4,4611,0,508,130,45,20.0,528.75,0.9987680912017822,0.9866408109664917,0,0,1280,720
5,67169,0,0,1279,64,260.0,11.25,0.9979188442230225,0.9660828709602356,0,0,1280,720
6,14180,0,292,130,111,100.0,371.25,0.9963773488998413,0.9855833053588867,0,0,1280,720
7,979,1252,517,27,37,1260.0,528.75,0.9957988262176514,0.9858012199401855,0,0,1280,720
8,5167,131,43,67,77,180.0,101.25,0.9952022433280945,0.9786829352378845,0,0,1280,720
9,2149,131,472,66,35,180.0,483.75,0.9916296601295471,0.9861751198768616,0,0,1280,720
10,4079,367,643,88,76,420.0,686.25,0.9903906583786011,0.98128342628479,0,0,1280,720
11,3926,903,132,78,82,940.0,168.75,0.9888346195220947,0.9876106381416321,0,0,1280,720
12,1197,200,438,40,32,220.0,461.25,0.9884085059165955,0.9892295002937317,0,0,1280,720
13,6700,132,373,66,130,180.0,438.75,0.9879997968673706,0.9541084170341492,0,0,1280,720
14,128365,638,62,419,396,940.0,123.75,0.9877411127090454,0.9667471647262573,0,0,1280,720
15,4951,0,253,128,38,100.0,258.75,0.9867199063301086,0.9780482649803162,0,0,1280,720
16,2921,1243,623,36,96,1260.0,686.25,0.9834835529327393,0.980047345161438,0,0,1280,720
17,9725,1252,64,27,489,1260.0,438.75,0.9819104671478271,0.9741169214248657,0,0,1280,720
18,11007,0,31,128,89,100.0,78.75,0.9810988903045654,0.9832688570022583,0,0,1280,720
19,2388,912,655,51,64,940.0,686.25,0.9806500673294067,0.9763877391815186,0,0,1280,720
20,6408,1059,65,94,69,1140.0,123.75,0.9804473519325256,0.9718875288963318,0,0,1280,720
21,1619,912,655,42,49,940.0,686.25,0.9802963137626648,0.9846813678741455,0,0,1280,720
22,14389,0,401,130,147,60.0,506.25,0.9782159328460693,0.9685243368148804,0,0,1280,720
23,1563,661,676,42,43,700.0,708.75,0.9778921008110046,0.9829221963882446,0,0,1280,720
24,557,973,702,39,17,980.0,708.75,0.9770939350128174,0.9964221715927124,0,0,1280,720
25,1258,558,112,41,48,580.0,123.75,0.9757916927337646,0.9889327883720398,0,0,1280,720
26,2002,1046,448,75,32,1100.0,461.25,0.9752295613288879,0.9807121753692627,0,0,1280,720
27,2342,1171,659,48,60,1180.0,708.75,0.9739587306976318,0.9855871200561523,0,0,1280,720
28,1105,294,137,43,33,300.0,146.25,0.9739102721214294,0.980286717414856,0,0,1280,720
29,1289,816,185,42,47,820.0,191.25,0.9735996723175049,0.9861218333244324,0,0,1280,720
30,1312,294,138,43,48,300.0,146.25,0.9734309911727905,0.9841269850730896,0,0,1280,720
31,2041,698,656,52,63,740.0,708.75,0.9725205898284912,0.9796116352081299,0,0,1280,720
32,122495,243,52,381,399,540.0,438.75,0.9717689752578735,0.9542625546455383,0,0,1280,720
33,1082,558,112,41,33,580.0,123.75,0.9713436961174011,0.9825847744941711,0,0,1280,720
34,446,54,0,13,32,60.0,11.25,0.9709318280220032,0.9932885766029358,0,0,1280,720
35,93300,1046,61,233,492,1140.0,348.75,0.9689129590988159,0.9782414436340332,0,0,1280,720
36,412,932,189,17,25,940.0,213.75,0.9671900272369385,0.9903614521026611,0,0,1280,720
37,2055,1095,654,40,65,1100.0,686.25,0.9669405221939087,0.978805422782898,0,0,1280,720
38,1712,385,643,42,47,420.0,686.25,0.9666938185691833,0.9769718050956726,0,0,1280,720
39,2159,552,366,42,70,580.0,393.75,0.964669942855835,0.9830197095870972,0,0,1280,720
40,1113,816,185,43,33,820.0,213.75,0.9641066193580627,0.9804444313049316,0,0,1280,720
41,3656,1253,411,26,142,1260.0,438.75,0.9627928137779236,0.9654520750045776,0,0,1280,720
42,638,1188,5,41,17,1220.0,11.25,0.9624418020248413,0.9859594106674194,0,0,1280,720
43,3480,733,424,86,66,780.0,461.25,0.9620649814605713,0.9741990566253662,0,0,1280,720
44,9690,1161,388,92,131,1220.0,461.25,0.9617322087287903,0.9682523608207703,0,0,1280,720
45,2414,1169,485,82,34,1220.0,506.25,0.9612354636192322,0.9844070672988892,0,0,1280,720
46,3462,576,405,80,75,620.0,438.75,0.9602073431015015,0.9749216437339783,0,0,1280,720
47,2641,1076,654,60,65,1100.0,686.25,0.96013343334198,0.9816135168075562,0,0,1280,720
48,3278,883,655,80,64,940.0,686.25,0.9601120948791504,0.9722974896430969,0,0,1280,720
49,2314,1003,652,50,67,1020.0,686.25,0.9599399566650391,0.9655612111091614,0,0,1280,720
50,1202,698,655,35,43,700.0,663.75,0.9599180817604065,0.978565514087677,0,0,1280,720
51,48532,887,66,170,392,940.0,258.75,0.9593239426612854,0.9563841819763184,0,0,1280,720
52,731,249,618,55,13,260.0,618.75,0.9590126276016235,0.9918256402015686,0,0,1280,720
53,1109,1003,651,32,39,1020.0,686.25,0.957853376865387,0.9838709831237793,0,0,1280,720
54,2402,591,652,44,67,620.0,663.75,0.9575752019882202,0.9762099981307983,0,0,1280,720
55,1314,0,546,116,28,60.0,551.25,0.957232654094696,0.967164158821106,0,0,1280,720
56,36790,1047,66,146,412,1100.0,438.75,0.9559990763664246,0.9777963161468506,0,0,1280,720
57,48400,887,66,245,393,940.0,326.25,0.9557859897613525,0.9561415910720825,0,0,1280,720
58,941,882,689,35,30,900.0,708.75,0.9548652172088623,0.9904761910438538,0,0,1280,720
59,3235,468,654,80,65,540.0,708.75,0.9541637897491455,0.9685688018798828,0,0,1280,720
60,595,1075,701,39,18,1100.0,708.75,0.9525591731071472,0.9899665713310242,0,0,1280,720
61,4109,890,413,113,67,940.0,461.25,0.9524372220039368,0.9650550484657288,0,0,1280,720
62,11374,710,402,116,215,780.0,483.75,0.9519612789154053,0.9622153043746948,0,0,1280,720
63,1356,777,679,42,40,780.0,708.75,0.9513960480690002,0.9846266508102417,0,0,1280,720
64,4030,535,350,61,144,580.0,393.75,0.9462776184082031,0.9673330187797546,0,0,1280,720
65,2501,482,654,44,65,500.0,708.75,0.9460355639457703,0.9684666991233826,0,0,1280,720
66,1996,196,672,48,47,220.0,686.25,0.9460225701332092,0.97919762134552,0,0,1280,720
67,12015,0,609,143,110,20.0,686.25,0.945710301399231,0.9792972803115845,0,0,1280,720
68,6856,394,384,77,143,460.0,483.75,0.9456634521484375,0.9678484201431274,0,0,1280,720
69,9424,890,395,134,189,940.0,461.25,0.945634126663208,0.9642484784126282,0,0,1280,720
70,1289,7,609,36,41,20.0,618.75,0.9454255700111389,0.9747126698493958,0,0,1280,720
71,8764,1075,381,139,189,1140.0,438.75,0.9448894262313843,0.9630624651908875,0,0,1280,720
72,2425,366,685,91,34,380.0,708.75,0.9433338642120361,0.9739625453948975,0,0,1280,720
73,2575,1109,0,47,63,1140.0,11.25,0.9429181218147278,0.9769052863121033,0,0,1280,720
74,1390,7,0,49,30,20.0,11.25,0.9426742196083069,0.9625970125198364,0,0,1280,720
75,3326,779,645,77,74,820.0,708.75,0.9410099983215332,0.9669030904769897,0,0,1280,720
76,9626,393,366,103,203,460.0,483.75,0.9399985074996948,0.9557387232780457,0,0,1280,720
77,3907,280,638,79,81,300.0,708.75,0.9395500421524048,0.9616445302963257,0,0,1280,720
78,10330,542,383,115,206,620.0,438.75,0.9393025636672974,0.9623645544052124,0,0,1280,720
79,206,572,145,13,16,580.0,146.25,0.9392064213752747,0.9671361446380615,0,0,1280,720
80,6335,277,63,205,410,380.0,393.75,0.9389795064926147,0.9526380896568298,0,0,1280,720
81,3962,903,77,81,136,940.0,213.75,0.9389370679855347,0.9504172801971436,0,0,1280,720
82,1187,1096,654,35,39,1100.0,686.25,0.9385749697685242,0.969243586063385,0,0,1280,720
83,808,636,687,26,32,660.0,708.75,0.9375779628753662,0.9780488014221191,0,0,1280,720
84,380,933,395,25,17,940.0,393.75,0.9370403289794922,0.9791666865348816,0,0,1280,720
85,4473,1108,397,70,108,1140.0,438.75,0.9360675811767578,0.9592730402946472,0,0,1280,720
86,6837,0,609,94,110,20.0,686.25,0.9358141422271729,0.9704568386077881,0,0,1280,720
87,431,756,601,34,17,780.0,618.75,0.935059130191803,0.9816513657569885,0,0,1280,720
88,1063,808,645,31,45,820.0,663.75,0.934843897819519,0.9759036302566528,0,0,1280,720
89,5309,568,406,88,112,620.0,438.75,0.9347844123840332,0.9513543248176575,0,0,1280,720
